Product,Reviews,Customer Rating,GPT4o,Gemini 1.5 (Pro),Manual
"Loa bluetooth mini không dây nghe nhạc, cắm usb thẻ nhớ đa năng có đèn led chính hãng - MINPRO",Sản phẩm tốt chất lượng và giao hàng nhanh sẽ luôn luôn ủng hộ shop,5,positive,Positive,Positive
"Loa bluetooth mini không dây nghe nhạc, cắm usb thẻ nhớ đa năng có đèn led chính hãng - MINPRO",Tính năng nổi bậtnhỏ gọn. Chất lượng sản phẩmok. Hàng khá ok nhưng em không có thời gian chụp ảnh với quay video shop thông cảmo,5,neutral,Positive,Positive
"Loa bluetooth mini không dây nghe nhạc, cắm usb thẻ nhớ đa năng có đèn led chính hãng - MINPRO",Tính năng nổi bậtLoa. Chất lượng sản phẩmTốt. Đơn hàng k. nhưng Loa hơi è,5,neutral,Neutral,Positive
"Loa bluetooth mini không dây nghe nhạc, cắm usb thẻ nhớ đa năng có đèn led chính hãng - MINPRO",Chất lượng sản phẩmloa được rất tốt nhưng hơi nhẹ làm cầm dễ rơi. Tốt ko phải bàn,5,positive,Positive,Positive
"Loa bluetooth mini không dây nghe nhạc, cắm usb thẻ nhớ đa năng có đèn led chính hãng - MINPRO","Chất lượng sản phẩmkhá ok. Nó cũng kiểu mini thôi m.n. Cũng phù hợp với giá tiền, kết nối tốt. Đèn chóp cũng ok lém.Loa chỉ to hơn âm lượng đt tí thôi.Đặt đc với giá k cũng ko dám nói nhiều. Video và hình ảnh chỉ mang tính chất nhận xu hoi",5,neutral,Neutral,Positive
"Loa bluetooth mini không dây nghe nhạc, cắm usb thẻ nhớ đa năng có đèn led chính hãng - MINPRO",Chất lượng sản phẩmtốt. Tính năng nổi bậtkết nối blu tút. Sản phẩm tốt mk mua về chơi nhưng bố mẹ mo cx thích mọi người nên mua,5,positive,Positive,Positive
"Loa bluetooth mini không dây nghe nhạc, cắm usb thẻ nhớ đa năng có đèn led chính hãng - MINPRO",k mà chất lương nha. Nhỏ gọn.loa nghe ok k quá to cug k qua nhỏ,5,positive,Positive,Positive
"Loa bluetooth mini không dây nghe nhạc, cắm usb thẻ nhớ đa năng có đèn led chính hãng - MINPRO",Chất lượng sản phẩmloa nhỏ mà cũng OK nghe nhạc các kiểu cũng dc hơn tiếng mà lại săn dc giá k nên tuyệt vời,5,positive,Positive,Positive
"Loa bluetooth mini không dây nghe nhạc, cắm usb thẻ nhớ đa năng có đèn led chính hãng - MINPRO","Sản phẩm nhỏ gọn, âm thanh cũng ổn chứ ko được to lắm.",5,neutral,Neutral,neutral
"Loa bluetooth mini không dây nghe nhạc, cắm usb thẻ nhớ đa năng có đèn led chính hãng - MINPRO",Chạm và giữ một đoạn để ghim đoạn đó. Các đoạn đã bỏ ghim sẽ bị xóa sau giờ.,5,neutral,Neutral,neutral
"Loa bluetooth mini không dây nghe nhạc, cắm usb thẻ nhớ đa năng có đèn led chính hãng - MINPRO",Chất lượng sản phẩmtốt. Tính năng nổi bậtnghe. Nhận xử nkkekammddsndnsnanasnsnsndnxndnxn,5,positive,Neutral,Neutral
"Loa bluetooth mini không dây nghe nhạc, cắm usb thẻ nhớ đa năng có đèn led chính hãng - MINPRO","Chất lượng sản phẩmkém. Tính năng nổi bậtloa rè. Không biết lúc gửi hàng cho khách thì shop có kiểm tra không mà loa kém chất lượng.Phần màng loa bị lõm, âm thanh rè,nghe khó chịu.Thấy mọi người đều đánh giá sao khen shop về cả chất lượng sản phẩm cũng như cách phục vụ nên khá tin tưởng nhưng ai ngờ. Mong shop rút kinh nghiệm cho những đơn sau",2,negative,Negative,negative
Tai Nghe Bluetooth Không Dây i7S TWS,Chất lượng sản phẩmcũng k tốt cho lắm. Tính năng nổi bậtk âm lắm. K tốt cho lắm nhưng mà đồ rẻ tiền nên k đòi hỏi nhiều. Vận chuyển rất là lâu ngày mới nhận đc hàng,5,negative,Negative,negative
Tai Nghe Bluetooth Không Dây i7S TWS,Chất lượng sản phẩmngồi trên ghế dự bị của của của của của của của ông là một người đàn ông bị bệnh nặng nặng nhất là khi khi,5,neutral,Neutral,Positive
Tai Nghe Bluetooth Không Dây i7S TWS,Tính năng nổi bậttay nghe ok mà đóng gói hơi nãn xíu,5,neutral,Neutral,Neutral
Tai Nghe Bluetooth Không Dây i7S TWS,Hàng tốt đẹp dùng tốt hình ảnh và video mang tính chất nhận xu,5,neutral,Positive,Positive
Tai Nghe Bluetooth Không Dây i7S TWS,"Hàng chất lương, giá cạnh tranh, nếu có nhu cầu nhất định m sẽ quay lại ủng hộ tiếp",5,positive,Positive,Positive
Tai Nghe Bluetooth Không Dây i7S TWS,"Chất lượng sản phẩmdùng tốt. Hàng đẹp chất lượng nghe tốt,đóng gọi cần thận nha. D",5,positive,Positive,positive
Tai Nghe Bluetooth Không Dây i7S TWS,Giao hàng được bọc kín kẽ. Hàng thì Một bên dùng đc bên ko dùng đc,3,negative,Negative,negative
Tai Nghe Bluetooth Không Dây i7S TWS,Hình ảnh có tính chất nhận xu okmamssbsbssbssnsnsnb,5,neutral,Neutral,neutral
Tai Nghe Bluetooth Không Dây i7S TWS,Chất lượng sản phẩmok. Tính năng nổi bậtko. Com men để nhận xu thoii. Xl vì đã làm phiền shop.,5,neutral,Neutral,Neutral
Tai Nghe Bluetooth Không Dây i7S TWS,rút tai nghe ra khó. tau nghe còn hỏng bên,5,negative,Negative,Neutral
Tai Nghe Bluetooth Không Dây i7S TWS,Chất lượng sản phẩmBình thường. Tính năng nổi bậtkhông có. Hình ảnh chỉ mang tính chất minh hoạ dùng ổn,5,neutral,Neutral,Negative
Tai Nghe Bluetooth Không Dây i7S TWS,"Chất lượng sản phẩmtốt. Tính năng nổi bậtdễ sử dụng. y hình, giá cũng khá học sinh đó, gọn với tiện nên dùng nha",5,positive,Positive,positive
Tai Nghe Bluetooth Không Dây i7S TWS,Chất lượng sản phẩmtốt. Tính năng nổi bậtgiống i như mẫu và nghe thì ok. Ok hết nên mua nha,5,positive,Positive,Positive
Tai Nghe Bluetooth Không Dây i7S TWS,Chất lượng sản phẩmtốt. Tại nghe nghe rõ đẹp chất lượng tốt hình ảnh mang tính nhận su,5,positive,Positive,positive
Tai Nghe Bluetooth Không Dây i7S TWS,"Chất lượng sản phẩmok. Tính năng nổi bậtnghe nhạc. Hàng giao nhanh,nhân viên tư vấn nhiệt tình,tai nghe nghe hơi rè còn lại đều ok la lắm nha mn",5,positive,Neutral,Positive
Tai Nghe Bluetooth Không Dây i7S TWS,Chất lượng sản phẩmnghe tốt. Sản phẩm rất tốt giao nhanh,5,positive,Positive,Positive
Tai Nghe Bluetooth Không Dây i7S TWS,"Chất lượng sản phẩmtốt. Nghe nhạc rất êm tai, hàng đúng vs trong ảnh",5,positive,Positive,Positive
Tai Nghe Bluetooth Không Dây i7S TWS,"Chất lượng sản phẩmđ. Sản phẩm rất đẹp. Đóng gói rất kĩ, hàng chất lượng, shipper thân thiện, giao hàng nhanh. Chắc chắn lần sau sẽ ủng hộ shop tiếp",5,positive,Positive,Positive
Tai Nghe Bluetooth Không Dây i7S TWS,Chất lượng sản phẩmok. Tính năng nổi bậtok. Hàng ok nghe tốt âm pass chuẩn nên mua,5,positive,Positive,positive
Tai Nghe Bluetooth Không Dây i7S TWS,Ko kết nối được,4,negative,Negative,Positive
Tai Nghe Bluetooth Không Dây i7S TWS,Ok nhá,5,neutral,Positive,Negative
Tai Nghe Bluetooth Không Dây i7S TWS,Chất lượng sản phẩmtạm. Tính năng nổi bậtko. tai nghe lớn tai nghe nhỏ,4,negative,Neutral,Positive
Tai Nghe Bluetooth Không Dây i7S TWS,"Chất lượng sản phẩmquá đểu tại nghe không đẹp như ảnh,khi mang về dùng thử còn bị lỗi và nhắn lại với shop thì shop tóm lại là không nên mua. Không nên mua hàng này chất liệu quá đểu",1,negative,Negative,Negative
Tai Nghe Bluetooth Không Dây i7S TWS,Chất lượng sản phẩmnút đã hư nên không dùng được. Tính năng nổi bậtkhông có. Nút ấn đã hỏng,3,negative,Negative,Neutral
Tai Nghe Bluetooth Không Dây i7S TWS,"Chất lượng sản phẩmquá ưng ý. Tính năng nổi bậtnghe tạm ổn. Với giá đó không đòi hỏi gì thêm cả, nói chung là nên mua",5,positive,Positive,positive
Tai Nghe Bluetooth Không Dây i7S TWS,"Chất lượng sản phẩmkhông biết. Tính năng nổi bậttốt. Rất là ô kê, không nghĩ là được như vậy luôn đó nên mua nha mn",5,positive,Neutral,positive
Tai Nghe Bluetooth Không Dây i7S TWS,"Chất lượng sản phẩmtay nghe. Tính năng nổi bậttrắng. Gói hàng kỹ và đẹp,những tay nghe không rõ bên nghe lớn bên nghe nhỏ ko nghe hãy lắm",1,negative,Negative,negative
Tai Nghe Bluetooth Không Dây i7S TWS,Chất lượng sản phẩmcũng tốt. Tính năng nổi bậtdễ nghe. Sản phẩm cũng tốt nhưng hơi to nên đeo hơi đau tai,5,neutral,Neutral,Positive
Tai Nghe Bluetooth Không Dây i7S TWS,Âm thanh tốt nhưng nắp hơi lõng với chất lượng vở là nhựa xu,3,neutral,Neutral,Neutral
Tai Nghe Bluetooth Không Dây i7S TWS,Chất lượng sản phẩmnhìn cũng ok h mới dùng chưa bt chất lượng thế nào,2,neutral,Neutral,Neutral
Tai Nghe Bluetooth Không Dây i7S TWS,"Hay ngon giá mềm được ko bị rè ko bị gì hết ok,mọi người nên mua nha đánh giá shop này sao nha",5,positive,Positive,Positive
Tai Nghe Bluetooth Không Dây i7S TWS,Xinh lắm á rẻ mà ngon thì tấp vô đây nha tg sd là h đồng hồ nha,5,positive,Positive,Positive
Tai Nghe Bluetooth Không Dây i7S TWS,Chất lượng sản phẩmtốt. Tính năng nổi bậtâm thanh rõ,5,positive,Positive,Positive
Tai Nghe Bluetooth Không Dây i7S TWS,Chất lượng sản phẩmk tốt mua về hỏng bên. Tính năng nổi bậtk tốt. Cho sao vì k tốt,1,negative,Negative,Negative
Tai Nghe Bluetooth Không Dây i7S TWS,Chất lượng sản phẩmhàng rất đẹp nghe cũng rõ tiếng,5,positive,Positive,Positive
Tai Nghe Bluetooth Không Dây i7S TWS,Chất lượng sản phẩmtốt. Tính năng nổi bậttốt. Tốt,5,positive,Positive,positive
Tai Nghe Bluetooth Không Dây i7S TWS,Chất lượng sản phẩmsạc không vào. Tính năng nổi bậtsạc kh vào,3,negative,Negative,negative
Tai Nghe Bluetooth Không Dây i7S TWS,Chất lượng sản phẩmcũng tạm. Hàng thì bị chầy còn hk cháy leg,1,negative,Neutral,Negative
Tai Nghe Bluetooth Không Dây i7S TWS,Chất lượng sản phẩmbình thường,5,neutral,Neutral,Positive
Tai Nghe Bluetooth Không Dây i7S TWS,Chất lượng sản phẩmchưa dùng nút ơn đã hư,5,negative,Negative,negative
Tai Nghe Bluetooth Không Dây i7S TWS,Chất lượng sản phẩmchất lượng tốt âm to,5,positive,Positive,Positive
Tai Nghe Bluetooth Không Dây i7S TWS,Rất đúng thời điểm giao cho sao nhé,5,positive,Positive,Positive
Tai Nghe Bluetooth Không Dây i7S TWS,Mink nhận đc hàng rồi tốt chất lượng,5,positive,Positive,positive
Tai Nghe Bluetooth Không Dây i7S TWS,Hàng chất lượng. Ok nghe rất tốt.,5,positive,Positive,positive
Tai Nghe Bluetooth Không Dây i7S TWS,"Tính năng nổi bậtnhấp sanh,đỏ",5,neutral,Neutral,neutral
Tai Nghe Bluetooth Không Dây i7S TWS,Chất lượng sản phẩmđc phù hợp,5,neutral,Positive,neutral
Tai Nghe Bluetooth Không Dây i7S TWS,Như hình đẹp. Nhớ coi hướng dẫn,5,neutral,Positive,Positive
Tai Nghe Bluetooth Không Dây i7S TWS,Tính năng nổi bậttốt. Rất ok,5,positive,Positive,Positive
Tai Nghe Bluetooth Không Dây i7S TWS,âm lượng thì ok mà tai nghe dc tai thì không,1,negative,Negative,negative
Tai Nghe Bluetooth Không Dây i7S TWS,Chất lượng sản phẩmkém chất lượng,3,negative,Negative,negative
Tai Nghe Bluetooth Không Dây i7S TWS,Hàng đúng với ảnh mẫu,5,neutral,Neutral,Positive
Tai Nghe Bluetooth Không Dây i7S TWS,Tai nghe tốt nghe rõ,5,positive,Positive,positive
Tai Nghe Bluetooth Không Dây i7S TWS,Giao hàng rất chậm nửa tháng mới có,3,negative,Negative,negative
Tai Nghe Bluetooth Không Dây i7S TWS,ga ca hop,5,neutral,Neutral,Positive
Tai Nghe Bluetooth Không Dây i7S TWS,Rất ok,5,positive,Positive,Neutral
Tai Nghe Bluetooth Không Dây i7S TWS,Tai nghe đểu ko ket noi dc blutooth,1,negative,Negative,negative
Tai Nghe Bluetooth Không Dây i7S TWS,Chất lượng sản phẩmpha ke. nhẹ quá,1,negative,Negative,Negative
Tai Nghe Bluetooth Không Dây i7S TWS,Không kết nối được,3,negative,Negative,Neutral
13245,"Chất lượng sản phẩm:Tốt, độ hoàn thiện cao
Tính năng nổi bật:kết nối nhanh, xài êm, vừa tay, gọn

Tiền nào của nấy nhé bà con",5,positive,positive,Neutral
13245,"Chất lượng sản phẩm:tot
Tính năng nổi bật:on

Màu rất xinh. Bấm êm k có tiếng ồn. Nên mua. Mình là nữ cầm rất vừa tay",5,positive,positive,positive
13245,"Shop đóng gói cẩn thận, giao hàng nhanh chóng, còn được tặng kèm cafe miễn chê luôn. Chuột vừa tay, bề mặt nhám, click chuột êm, khớp cài chắc chắn, màu hồng kiểu pastel rất ưng luôn ạ. Trước mua nhầm M220 hàng fake dùng rất chán, tốn pin và nhanh hư cực kì nên giờ phải tìm đúng brand mua cho yên tâm chất lượng.",5,positive,positive,positive
13245,"Tính năng nổi bật:chống ồn
Chất lượng sản phẩm:Tốt

Chuột dùng ok. Giao hàng nhanh. Chất liệu đẹp và bền. Màu hồng ở ngoài đẹp hơn trong hình nha.",5,positive,positive,positive
13245,"Chất lượng sản phẩm:10 điểm
Tính năng nổi bật:Đẹp, Nhạy, Xịn xò

Cầm vừa tay, màu hồng xinh xắn, rất nhạy, click nhẹ nhàng, phát ra âm thanh nhỏ xíu không đáng kể. Có ngăn nhỏ để thanh kết nối bên trong rất tiện lợi. Highly recommend nha.",5,positive,positive,positive
13245,"Chuột êm k có tiến tạch tạch
Khá bé thích hợp cho người tay nhỏ
Nhẹ, lướt êm dùng thích lắm ạ
Rcm mn mua nhaaaaaa 😍😍😍😍😍",5,positive,positive,positive
13245,"Chất lượng sản phẩm:ok
Tính năng nổi bật:ấn êm không phát ra tiếng

săn sale cũng hời, giao hàng nhanh đóng gói kỹ, sản phẩm dùng khá êm, không gây ồn",5,positive,positive,positive
13245,"Hài lòng. Sản phẩm êm, đẹp. Đúng với mô tả. Click chuột không tiếng ồn. Tuy nhiên chuột nhỏ nên hợp với nữ hơn nam. Các bạn nào thích chuột nhỏ gọn thì sẽ hài lòng hơn. Sẽ ủng hộ shop. Thanks",5,positive,positive,positive
13245,"Tính năng nổi bật:kh ồn
Chất lượng sản phẩm:ok

ok ok, hàng giao nhanh ở mức ok. chuột bấm êm dịu. dùng lâu dài thì quá ok",5,positive,positive,positive
13245,"Chất lượng sản phẩm:very good
Tính năng nổi bật:êm

Giao hàng nhanh, xịn, bấm k có tiếng ồn, nhỏ gọn màu xinh xỉu nên mua nha",5,positive,positive,positive
13245,"Chất lượng sản phẩm:tốt
Tính năng nổi bật:rất êm, giảm ồn

Sp ok sài rất mượt, k nghe ồn.đóng gói cẩn thận. Video với mong mún nhận xu",5,positive,positive,positive
13245,"Tính năng nổi bật:am thanh im lang
Chất lượng sản phẩm:ổn, ko ồn

Shop giao hàng nhanh chóng đóng gói cẩn thận
Mong dùng đc lâu",5,positive,positive,positive
13245,"Chất lượng sản phẩm:100 diem
Tính năng nổi bật:nhạy , giảm ồn 90%

Giao nhanh , đẹp , mướt , shop còn tặng hộp cafe haha , chuột hồng mình thấy kiểu hồng pastel xinh lắm mng ưi, giảm dc gần như hết tiếng ồn , ưng lắm vì nhiều khi ở nơi công cộng ồn quá cx ngại",5,positive,positive,positive
13245,"Chất lượng sản phẩm tốt, giá thành cũng phải chăng. Mình rất thích mua hàng ở đây, giao nhanh chóng. Sẽ tiếp tục ủng hộ.",5,positive,positive,positive
13245,"Chuột lấy thử ra bấm rất êm, di chuyển nhẹ nhành, mình ở SG thì khoảng 3 ngày nhận đc kể từ khi nhấn đặt hàng. Nói chung là chưa dùng lâu không biết đô bền ntn chứ ban đầu là ok rồi đó",5,positive,positive,positive
13245,"Chất lượng sản phẩm:10/10
Tính năng nổi bật:Êm

Chuột bấm êm lắm hầu như không có tiếng gì. Hàng logitech thì khỏi chê r! Chất lượng quá ok.",5,positive,positive,positive
13245,"Sản phẩm chất lượng tuyệt vời, xứng đáng giá tiền, chưa bao giờ hối hận khi mua đồ logitech, chuột click k phát ra tiếng hihi",5,positive,positive,positive
13245,"Chất lượng sản phẩm:tốt
Tính năng nổi bật:nhẹ, lướt nhanh, mượt mà

Đặt hàng cận Tết nên sau Tết mới nhận đc hàng. Nhưng đang tiền nên mua nha.",5,positive,neutral,neutral
13245,"màu hồng xinh nha, tính mua màu trắng mà sold out nên mua màu hồng nhưng khá ưng, chống ồn tốt, nhỏ gọn vừa tay mấy bạn nữ lắm nha",5,positive,positive,positive
13245,Chuột nhỏ gọn trong tầm tay. Bấm Nhẹ lướt ok không ồn . Ai thích nghe lách cách có thể chọn con khác cũng được,5,neutral,neutral,neutral
54321,"Chất lượng sản phẩm:Tốt, độ hoàn thiện cao
Tính năng nổi bật:kết nối nhanh, xài êm, vừa tay, gọn

Tiền nào của nấy nhé bà con",5,positive,positive,positive
54321,"Chất lượng sản phẩm:tot
Tính năng nổi bật:on

Màu rất xinh. Bấm êm k có tiếng ồn. Nên mua. Mình là nữ cầm rất vừa tay",5,positive,positive,positive
54321,"Shop đóng gói cẩn thận, giao hàng nhanh chóng, còn được tặng kèm cafe miễn chê luôn. Chuột vừa tay, bề mặt nhám, click chuột êm, khớp cài chắc chắn, màu hồng kiểu pastel rất ưng luôn ạ. Trước mua nhầm M220 hàng fake dùng rất chán, tốn pin và nhanh hư cực kì nên giờ phải tìm đúng brand mua cho yên tâm chất lượng.",5,positive,positive,positive
54321,"Tính năng nổi bật:chống ồn
Chất lượng sản phẩm:Tốt

Chuột dùng ok. Giao hàng nhanh. Chất liệu đẹp và bền. Màu hồng ở ngoài đẹp hơn trong hình nha.",5,positive,positive,positive
54321,"Chất lượng sản phẩm:10 điểm
Tính năng nổi bật:Đẹp, Nhạy, Xịn xò

Cầm vừa tay, màu hồng xinh xắn, rất nhạy, click nhẹ nhàng, phát ra âm thanh nhỏ xíu không đáng kể. Có ngăn nhỏ để thanh kết nối bên trong rất tiện lợi. Highly recommend nha.",5,positive,positive,positive
54321,"Chuột êm k có tiến tạch tạch
Khá bé thích hợp cho người tay nhỏ
Nhẹ, lướt êm dùng thích lắm ạ
Rcm mn mua nhaaaaaa 😍😍😍😍😍",5,positive,positive,positive
54321,"Chất lượng sản phẩm:ok
Tính năng nổi bật:ấn êm không phát ra tiếng

săn sale cũng hời, giao hàng nhanh đóng gói kỹ, sản phẩm dùng khá êm, không gây ồn",5,positive,positive,positive
54321,"Hài lòng. Sản phẩm êm, đẹp. Đúng với mô tả. Click chuột không tiếng ồn. Tuy nhiên chuột nhỏ nên hợp với nữ hơn nam. Các bạn nào thích chuột nhỏ gọn thì sẽ hài lòng hơn. Sẽ ủng hộ shop. Thanks",5,positive,positive,positive
54321,"Tính năng nổi bật:kh ồn
Chất lượng sản phẩm:ok

ok ok, hàng giao nhanh ở mức ok. chuột bấm êm dịu. dùng lâu dài thì quá ok",5,positive,positive,positive
54321,"Chất lượng sản phẩm:very good
Tính năng nổi bật:êm

Giao hàng nhanh, xịn, bấm k có tiếng ồn, nhỏ gọn màu xinh xỉu nên mua nha",5,positive,positive,positive
54321,"Chất lượng sản phẩm:tốt
Tính năng nổi bật:rất êm, giảm ồn

Sp ok sài rất mượt, k nghe ồn.đóng gói cẩn thận. Video với mong mún nhận xu",5,positive,positive,positive
54321,"Tính năng nổi bật:am thanh im lang
Chất lượng sản phẩm:ổn, ko ồn

Shop giao hàng nhanh chóng đóng gói cẩn thận
Mong dùng đc lâu",5,positive,positive,positive
54321,"Chất lượng sản phẩm:100 diem
Tính năng nổi bật:nhạy , giảm ồn 90%

Giao nhanh , đẹp , mướt , shop còn tặng hộp cafe haha , chuột hồng mình thấy kiểu hồng pastel xinh lắm mng ưi, giảm dc gần như hết tiếng ồn , ưng lắm vì nhiều khi ở nơi công cộng ồn quá cx ngại",5,positive,positive,positive
54321,"Chất lượng sản phẩm tốt, giá thành cũng phải chăng. Mình rất thích mua hàng ở đây, giao nhanh chóng. Sẽ tiếp tục ủng hộ.",5,positive,positive,positive
54321,"Chuột lấy thử ra bấm rất êm, di chuyển nhẹ nhành, mình ở SG thì khoảng 3 ngày nhận đc kể từ khi nhấn đặt hàng. Nói chung là chưa dùng lâu không biết đô bền ntn chứ ban đầu là ok rồi đó",5,positive,positive,positive
54321,"Chất lượng sản phẩm:10/10
Tính năng nổi bật:Êm

Chuột bấm êm lắm hầu như không có tiếng gì. Hàng logitech thì khỏi chê r! Chất lượng quá ok.",5,positive,positive,positive
54321,"Sản phẩm chất lượng tuyệt vời, xứng đáng giá tiền, chưa bao giờ hối hận khi mua đồ logitech, chuột click k phát ra tiếng hihi",5,positive,positive,positive
54321,"Chất lượng sản phẩm:tốt
Tính năng nổi bật:nhẹ, lướt nhanh, mượt mà

Đặt hàng cận Tết nên sau Tết mới nhận đc hàng. Nhưng đang tiền nên mua nha.",5,positive,neutral,positive
54321,"màu hồng xinh nha, tính mua màu trắng mà sold out nên mua màu hồng nhưng khá ưng, chống ồn tốt, nhỏ gọn vừa tay mấy bạn nữ lắm nha",5,positive,positive,positive
54321,Chuột nhỏ gọn trong tầm tay. Bấm Nhẹ lướt ok không ồn . Ai thích nghe lách cách có thể chọn con khác cũng được,5,neutral,neutral,neutral
54231,"Xài bữa giờ mà nay mới đánh giá, bàn phím xài ngon lắm luôn, trọng lượng đầm tay, nút bấm mượt, tiếng gõ nge đã tay rất đầm không quá ồn như blue sw, có đầy đủ hotswap lót foam các thứ. quả màn hình thì max pig luôn cực ưng nha  khuyên mọi người nên mua nhé ạ.",5,positive,positive,positive
54231,"Bàn phím có foam nên tiếng gõ bàn phím đầm, nghe êm tai. Thời hạn pin lâu. Mình dùng 8 tiếng / 1 ngày mà phải gần 2 tuần mới cần sạc.  Có mà hình có thể xem đc giờ rất tiện lợi",5,positive,positive,positive
54231,"giao hàng nhanh, 1 ngày đã có hàng rồi, bàn phím đúng màu đúng sw, gõ êm, chưa dùng nên chưa biết có bền hay không nhưng build rất chắc chắn nhé. Màn hình hiển thị cực xịn luôn nha. có app cài nữa cài đc hình nền",5,positive,positive,positive
54231,"Tính năng nổi bật:led
Chất lượng sản phẩm:tot

Hàng chất lượng nha, led nhiều chế độ, bàn phím đã làm sẵn rồi nên gõ phím tiếng rất êm, rất tiện cho bạn nào làm VP",5,positive,positive,positive
54231,"Shop với hàng ở HN, đặt giao hàng siêu tốc nên nhận hàng nhanh. Hàng đẹp, sử dụng ok vì đã từng sử dụng của hãng.",5,positive,positive,positive
54231,"Tính năng nổi bật:màn hình
Chất lượng sản phẩm:tốt

hộp đầy đủ. shop bọc sp rất có tâm, lớp chống sốc dày ụ, tháo ra được tầm 3 mét 😅

mua vì thấy có màn hình tùy chỉnh được, nói chung để trưng phím là chủ yếu nên không đòi hỏi nhiều, ai ngờ khá là kết em này

màn hình đẹp và nét hơn mình nghĩ nhiều. switch hình như lube sẵn, tiếng êm và rất nhỏ. tiếng gõ giòn chủ yếu do cap chạm plate. cap có sẵn cao nên tiếng khá cao, thay cap thấp hơn thì tiếng cũng thấp đi",5,positive,positive,positive
54231,"Mình mua 2 loại bàn phím bên shop
Đều oke hết cả nhà nhé, 1 loại cơ 1 loại giả cơ, bấm ngon luôn
Sẽ quay lại shop",5,positive,positive,positive
54231,"Bàn phím dùng siêu thích, đã dùng mấy ngày và ko có vấn đề gì. Shop đóng gói cẩn thận, hộp nguyên seal. Nói chung 5 sao. Nên mua thôi.",5,positive,positive,positive
54231,"Đóng gói rất cẩn thận, sản phẩm trong hộp cũng được gia cố rất tốt dù có va đập cũng không lo.
Giao hàng nhanh, đúng chủng loại.
Chất liệu cứng cáp, dây không bọc dù nhưng rất tốt.
Shop trả lời tin nhắn cũng nhanh và rất uy tín, lần sau tiếp tục ủng hộ.",5,positive,positive,positive
54231,"Chất phím, độ cân bằng của phím đặc biệt là space khá ổn định. Switch cũng khá nhẹ mang lại trải nghiệm gõ tốt. Màn hình chạy gif thì chỉ cần lên mạng chuyển video sang gif và đẩy vào drive của keyboard là chạy đẹp.cho 5* vì đáng tiền. Các kết nối và thời lượng pin ổn.",5,positive,positive,positive
54231,"Shop giao hàng nhanh lắm, sản phẩm tuyệt, có nhiều chế độ led rgb đẹp, màu xinh xỉu. thích cái màn hình hiển thị lắm nha. Kb có đáng không nma mua về mình chưa dùng đến nên để ny dùng tạm thì thấy toàn chơi game :)))",5,positive,positive,positive
54231,"Đóng gói cẩn thận và giao hàng nhanh. Về trải nghiệm sản phẩm: rất ngon trong tầm giá 1 củ, ae không muốn đầu tư nhiều thì nên mua",5,positive,positive,positive
54231,"Tính năng nổi bật:ok
Chất lượng sản phẩm:ok

Bàn phím đẹp trong tầm giá, bấm nghe hay, ai thích sáng nữa thì nên sắm thêm 1 bộ keycap xuyên sáng :)) có màn hình nhỏ cute có thể ngựa ngựa đổi hình hoặc hiện ngày giờ % pin, có cả núm, ai thích custom cho nó thành nút volume thì down app của cty keyboard về nha. Nói chung là quá nhiều thứ hay ho cho 1 chiếc bàn phím chỉ 1 củ :3 Chấm cho 10 điểm. Shop giao hàng nhanh, nhiệt tình tư vấn và hỗ trợ. Còn tặng kèm cục gắp keycap và 2 cái sưitch :3 Hy vọng lần sau mình còn tiền ủng hộ shop",5,positive,positive,positive
54231,"Chất lượng sản phẩm:build rất chắc chắn, đã được lube và cân sẵn stab, gõ stock rất oke,

Gói hàng rất cẩn thận, ship nhanh chóng.Recommend nên mua",5,positive,positive,positive
54231,"phân vân bao nhiêu mã cuối cùng chốt con này cũng ưng. 
có cái màn hình xịn xịn, phím gõ cũng êm không nhẹ quá không nặng quá, kêu cũng đặc không bé quá cho sếp biết mình vẫn đang gõ phím :)
mỗi tội toàn màu nam tính ạ, nữ bánh bèo như em phải mua thêm keycap thay mới chịu",5,positive,positive,positive
54231,"Tính năng nổi bật:san pham da nhiem
Chất lượng sản phẩm:tot hon so voi gia

Mình đã nhậnnđược san pham rồi nhưng chua có time de trai nghiệm,",5,neutral,neutral,neutral
54231,"Bàn phím pre-lube ok, cảm giác gõ ổn thôi nhưng ai khó tính thì nên cần canh lại stab, đã thay keycap MDA thì cảm giác gõ lướt ok hơn key stock",5,neutral,neutral,neutral
54231,"Tính năng nổi bật:màn mình con siêu đẹp
Chất lượng sản phẩm:tuyệt vời

Sản phẩm quá đẹp các nút bấm đều êm và đã tai đèn thì khỏi phải bàn 10 điểm",5,positive,positive,positive
54231,"Tính năng nổi bật:âm thanh gõ

Nói vô chuyện chính...
Con bàn phím này Gõ đã, hay!
                                  Độ nhạy tốt!
     Nút tâng lên giúp ta dồn ít lực, gõ nhanh hơn!
                                  Pin tốt lâu!
                                  Có màn hình!
                                  Chơi game mượt!
Bạn nào mua về thấy giờ trên màn hình bị lệch thì nhớ liên hệ với shop để shop hướng dẫn qua bên zalo của 1 anh.

Ảnh sẽ gửi file cài Attack Shark Driver
Là phần mềm giúp các bạn ×chỉnh lại múi h
                                            ×Ảnh màn hình keyboard
                                           Và nhiều tính năng khác!",5,positive,positive,positive
